model,scenario,component,CHATGPT4_value,GEMINIPRO_value,TEMPLATE_value,CHATGPT4_ci_lo,GEMINIPRO_ci_lo,TEMPLATE_ci_lo,CHATGPT4_ci_hi,GEMINIPRO_ci_hi,TEMPLATE_ci_hi,CHATGPT4_verdict,GEMINIPRO_verdict,TEMPLATE_verdict,verdict_concordant,verdicts,agreed_verdict
gpt_3_5_turbo,s1,TV,-0.04155182219888869,-0.00877099231870193,-0.00443440271501691,-0.11996159212774112,-0.09336848830648148,-0.084175910550455,0.03685794772996374,0.07582650366907762,0.07530710512042117,0,0,0,TRUE,C:0 G:0 T:0,0
gpt_3_5_turbo,s1,DE,-0.04726871811887023,-0.0048433551860873,-0.00778856551989606,-0.07263353656010631,-0.03449833997055888,-0.03695367623360988,-0.02190389967763416,0.02481162959838426,0.02137654519381775,-,0,0,FALSE,C:- G:0 T:0,NA
gpt_3_5_turbo,s1,IE,-0.00786484450375171,0.00379129626354208,-0.0031256946584628,-0.01351639791801119,-0.00769586625162738,-0.00952194074062043,-0.00221329108949222,0.01527845877871155,0.00327055142369482,-,0,0,FALSE,C:- G:0 T:0,NA
gpt_3_5_turbo,s1,SE,0.00214794858377016,1.3634086907254463e-4,-2.2846814641635065e-4,-0.06906264971835158,-0.07474176543365053,-0.07094083191573275,0.07335854688589191,0.07501444717179563,0.07048389562290006,0,0,0,TRUE,C:0 G:0 T:0,0
gpt_3_5_turbo,s2,TV,-0.2026345231919295,-0.2060719040446025,-0.1943015544624385,-0.2859995500598196,-0.28677822922799523,-0.2724927914206351,-0.11926949632403944,-0.12536557886120972,-0.1161103175042418,-,-,-,TRUE,C:- G:- T:-,-
gpt_3_5_turbo,s2,DE,-0.19573910496493993,-0.19224816423422317,-0.18321051984075995,-0.22532801270611005,-0.2239889349779209,-0.2136684876665837,-0.1661501972237698,-0.16050739349052542,-0.1527525520149362,-,-,-,TRUE,C:- G:- T:-,-
gpt_3_5_turbo,s2,IE,-0.00429414953965065,0.00138631792199254,-6.161840721254198e-4,-0.01398991804440142,-0.00509472698708728,-0.00548621401705317,0.0054016189651001,0.00786736283107237,0.00425384587280233,0,0,0,TRUE,C:0 G:0 T:0,0
gpt_3_5_turbo,s2,SE,0.01118956776664022,0.01243742188838675,0.01170721869380394,-0.05716898113557597,-0.05395866621270031,-0.05075873526542826,0.07954811666885642,0.0788335099894738,0.07417317265303615,0,0,0,TRUE,C:0 G:0 T:0,0
gpt_3_5_turbo,s3,TV,0.10758660991631191,0.14017056356602223,0.17363358520990751,0.02843537149878837,0.05781737845280323,0.0958076986065083,0.1867378483338355,0.22252374867924124,0.25145947181330675,+,+,+,TRUE,C:+ G:+ T:+,+
gpt_3_5_turbo,s3,DE,0.09139611487301412,0.12991852902653894,0.15234759771490505,0.06630229799825743,0.10084810761437744,0.1230775708358509,0.1164899317477708,0.15898895043870043,0.1816176245939592,+,+,+,TRUE,C:+ G:+ T:+,+
gpt_3_5_turbo,s3,IE,-0.00236169104773658,-0.00243269072283743,-0.00104788120432318,-0.00866847789722444,-0.01099523887740814,-0.0087874526258584,0.00394509580175126,0.00612985743173328,0.00669169021721203,0,0,0,TRUE,C:0 G:0 T:0,0
gpt_3_5_turbo,s3,SE,-0.01382880399556121,-0.00781934381664586,-0.02023810629067926,-0.0918092402105907,-0.08826784204543403,-0.0989899525036674,0.06415163221946826,0.0726291544121423,0.05851373992230888,0,0,0,TRUE,C:0 G:0 T:0,0
gpt_3_5_turbo,s4,TV,-0.20108506103468315,-0.23956972579707603,-0.1916979705108412,-0.28308608463266677,-0.31986148142672577,-0.2696084866514648,-0.11908403743669951,-0.15927797016742629,-0.1137874543702176,-,-,-,TRUE,C:- G:- T:-,-
gpt_3_5_turbo,s4,DE,-0.20447172158145244,-0.24124585162587733,-0.1932588767562857,-0.2344795085626035,-0.27277954223549095,-0.2229383640061536,-0.17446393460030138,-0.2097121610162637,-0.16357938950641782,-,-,-,TRUE,C:- G:- T:-,-
gpt_3_5_turbo,s4,IE,-0.00320741592221901,-0.00279149257833414,-0.00150606414029889,-0.00796802187483151,-0.0079338096486213,-0.00715582292737923,0.00155319003039347,0.002350824491953,0.00414369464678144,0,0,0,TRUE,C:0 G:0 T:0,0
gpt_3_5_turbo,s4,SE,-1.792446245502691e-4,0.00111536674953285,-5.484210514561065e-5,-0.06533473921736191,-0.06075133472774552,-0.06337759840706912,0.06497624996826137,0.06298206822681122,0.0632679141967779,0,0,0,TRUE,C:0 G:0 T:0,0
gpt_3_5_turbo,s5,TV,-0.06641729010806312,-0.00846317789486178,8.531303320646284e-4,-0.14570611353996843,-0.09548055849504324,-0.07781778838396679,0.0128715333238422,0.07855420270531968,0.07952404904809605,0,0,0,TRUE,C:0 G:0 T:0,0
gpt_3_5_turbo,s5,DE,-0.06819665925728773,-0.00561074523996526,-8.001220493310814e-4,-0.0975243378455036,-0.03554709243151501,-0.02958183615065598,-0.03886898066907185,0.02432560195158448,0.02798159205199382,-,0,0,FALSE,C:- G:0 T:0,NA
gpt_3_5_turbo,s5,IE,-6.160404416820261e-4,0.00242451691839395,-0.0017999236866517,-0.00457952781370825,-0.00443098323141711,-0.00508334948313708,0.0033474469303442,0.00928001706820502,0.00148350210983368,0,0,0,TRUE,C:0 G:0 T:0,0
gpt_3_5_turbo,s5,SE,-0.00116332870754257,4.279157365025594e-4,1.466713052559909e-4,-0.07090316663271892,-0.08009313051838123,-0.07158570904515682,0.06857650921763378,0.08094896199138633,0.0718790516556688,0,0,0,TRUE,C:0 G:0 T:0,0
gpt_3_5_turbo,s6,TV,0.17668241676510474,0.121931074569216,0.16354070962943512,0.09804333272242942,0.0395991071094752,0.08490320688574653,0.25532150080778004,0.2042630420289568,0.2421782123731237,+,+,+,TRUE,C:+ G:+ T:+,+
gpt_3_5_turbo,s6,DE,0.1708046709265998,0.12093547291899669,0.1695305722423427,0.14164310388259882,0.09345779176132,0.14089064637072335,0.19996623797060076,0.14841315407667335,0.19817049811396203,+,+,+,TRUE,C:+ G:+ T:+,+
gpt_3_5_turbo,s6,IE,-0.00471218136309135,-5.576987583147975e-4,-3.574116317718009e-4,-0.01152665876203117,-0.00560256728861986,-0.00686396870541759,0.00210229603584846,0.00448716977199027,0.00614914544187398,0,0,0,TRUE,C:0 G:0 T:0,0
gpt_3_5_turbo,s6,SE,-0.00116556447541357,-4.3790289190453807e-4,0.00634727424467937,-0.08185052659750366,-0.08177902408056303,-0.07371132326379845,0.07951939764667651,0.08090321829675395,0.0864058717531572,0,0,0,TRUE,C:0 G:0 T:0,0
gpt_3_5_turbo,s7,TV,-0.01767604797529979,-0.03472209201307502,-0.00185438658991613,-0.10061710026905003,-0.12199486448663152,-0.07948670686793823,0.06526500431845046,0.05255068046048147,0.07577793368810597,0,0,0,TRUE,C:0 G:0 T:0,0
gpt_3_5_turbo,s7,DE,-0.01322473506336172,-0.03184026415397208,-0.00311621490369887,-0.04261244420716429,-0.06079800145129235,-0.03209929394405446,0.01616297408044083,-0.0028825268566518,0.0258668641366567,0,-,0,FALSE,C:0 G:- T:0,NA
gpt_3_5_turbo,s7,IE,7.831358929191667e-4,0.00644753431129124,2.1892808338139756e-4,-0.00448013963734717,-2.4471418912837273e-4,-0.003663950584745,0.0060464114231855,0.01313978281171086,0.0041018067515078,0,0,0,TRUE,C:0 G:0 T:0,0
gpt_3_5_turbo,s7,SE,0.00366817701901889,-0.00356570645218829,-0.00148075639716414,-0.07184761739420455,-0.08191232515684561,-0.0714959642856989,0.07918397143224233,0.07478091225246901,0.06853445149137061,0,0,0,TRUE,C:0 G:0 T:0,0
gpt_3_5_turbo,s8,TV,-0.03863961649760306,-0.02901080631753942,-4.306276914230178e-4,-0.11747921525521283,-0.11674234241626662,-0.08005626715386142,0.04019998226000673,0.05872072978118777,0.07919501177101539,0,0,0,TRUE,C:0 G:0 T:0,0
gpt_3_5_turbo,s8,DE,-0.03399896848979656,-0.03087503625967968,0.00637193261320817,-0.06385057522704601,-0.06008595965844413,-0.02285988266207066,-0.00414736175254711,-0.00166411286091524,0.035603747888487,-,-,0,FALSE,C:- G:- T:0,NA
gpt_3_5_turbo,s8,IE,-0.00139193070076816,-0.00325946694870017,0.00256065879772705,-0.00359328865545047,-0.00749913768529584,-0.00147332538646875,8.094272539141416e-4,9.802037878955004e-4,0.00659464298192287,0,0,0,TRUE,C:0 G:0 T:0,0
